,Gamer_ID,Date of Entry,A1_1,Grouped A1_1,A1_2,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,C1,C2,CC2,C3,C4,Corrected C4,C5,C6,CC6,C7,C8,CC8,C9,C10,CC10,C11,C12,CC12,C13,C14,CC14,C15,Weighted Score,Good or Bad,D1,D2,D3,D4,D5,D6,D7,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,Action,Adventure,FPS,Fighting,Pointandclick,RPG,Simulation,Sports,Story-driven,Strategy,Variedthemesallinonegameex:recroom,puzzle,vrchat
347,348,5/25/2020 5:37,Canadian,Canadian,US/Canada,Female,Undergraduate school,A pet,36,White,Married or domestic partnership,Out of work but not currently looking for work,Yes,More than 2 weeks,Worried,5,3,2,5,3,2,5,3,2,4,4,1,5,5,0,4,3,2,4,4,1,5,3.133333333,Good,More than 3 years,"RPG, Simulation",Everyday,3.5,1. Everyday,Fishing,natural,4,4,3,2,2,5,5,5,3,4,1,4,1,2,3,3,2,1,2,3,4,2,3,2,4,2,4,3,4,3,4,4,5,5,1,1,1,4,1,5,5,5,5,1,4,4,5,5,5,1,1,1,5,1,5,5,1,5,5,1,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
348,349,5/25/2020 5:37,American,American,US/Canada,Female,High school,A pet,22,White,"Single, never married",Out of work and looking for work,Yes,More than a month,Worried,4,4,1,5,4,1,5,2,3,5,4,1,5,4,1,4,5,0,5,4,1,5,3.066666667,Bad,More than 3 years,"Adventure, RPG, Simulation, Strategy",Almost everyday,2.5,1. Everyday,Catching bugs,Natural looking areas,4,4,3,3,3,5,5,5,5,4,2,3,3,3,3,4,4,2,3,4,4,2,3,2,4,3,3,4,5,4,3,5,4,5,1,3,1,4,1,5,4,5,5,2,4,4,5,5,4,2,1,1,5,3,5,4,2,4,4,1,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
349,350,5/25/2020 5:37,American,American,US/Canada,Female,Undergraduate school,A pet,33,Asian,"Single, never married",Employed for wages,Yes,More than a month,A little,4,4,1,4,2,3,4,4,1,4,4,1,4,5,0,4,5,0,2,4,1,4,2.466666667,Bad,More than 3 years,"Action, Adventure, RPG",Everyday,3.5,2. Almost everyday,Fishing,"Asian themes, Disney themes",4,4,3,3,2,5,5,5,4,4,1,4,1,1,2,2,3,2,3,2,3,1,2,1,4,3,1,4,3,2,1,2,3,3,1,4,2,2,1,5,2,3,3,3,3,2,2,3,2,1,1,1,4,2,4,2,1,2,1,1,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No
350,351,5/25/2020 5:39,American,American,US/Canada,Female,Undergraduate school,A garden,25,White,"Single, never married",Employed for wages,Yes,More than a month,A little,3,3,2,4,4,1,5,2,3,4,4,1,5,4,1,4,5,0,5,5,0,4,2.8,Bad,More than 3 years,"Adventure, RPG, Simulation",Everyday,3.5,1. Everyday,Design,Natural,4,4,4,4,3,4,4,4,4,4,4,4,4,2,2,3,2,1,2,3,4,2,2,3,4,3,2,3,4,4,3,5,5,4,2,2,1,3,1,5,5,5,5,3,5,5,5,5,4,1,2,1,5,4,5,4,2,5,4,1,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
351,352,5/25/2020 5:40,American,American,US/Canada,Female,Undergraduate school,A pet,29,White,Married or domestic partnership,Employed for wages,Yes,More than a month,A little,4,2,3,4,5,0,5,2,3,5,4,1,5,5,0,2,5,0,3,5,0,5,2.666666667,Bad,More than 3 years,"RPG, Simulation, Strategy",Everyday,3.5,1. Everyday,Terraforming,Natural ,2,2,3,4,2,4,4,5,5,4,2,1,1,3,3,4,2,1,2,4,4,4,1,1,4,2,1,2,4,4,3,5,5,5,1,3,3,4,2,5,4,4,4,2,5,5,5,5,5,1,1,1,5,3,4,5,3,5,5,1,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
352,353,5/25/2020 5:41,American,American,US/Canada,Female,Undergraduate school,Both,24,White,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,Worried,3,3,2,4,4,1,4,3,2,5,3,2,4,4,1,4,3,2,4,3,2,4,2.933333333,Bad,More than 3 years,"RPG, Strategy",Every week,3.5,2. Almost everyday,Catching bugs,Making different areas,4,4,3,2,3,5,5,5,5,4,2,4,2,1,3,3,2,2,2,3,4,1,3,2,2,4,1,1,5,4,5,5,5,5,1,2,1,4,2,5,4,5,5,1,5,5,5,5,4,1,1,1,4,3,4,4,1,4,4,1,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No
353,354,5/25/2020 5:41,American,American,US/Canada,Female,High school,A pet,24,White,"Single, never married",Employed for wages,Yes,More than a month,Very worried,4,4,1,5,1,4,5,1,4,5,4,1,5,3,2,4,5,0,4,5,0,5,3.266666667,Good,More than 3 years,"Action, Adventure, RPG, Simulation",Almost everyday,3.5,2. Almost everyday,Terraforming,I have a mixture of different styles. It more about what I'm feeling in the moment when creating.,4,2,2,4,2,5,5,5,5,4,1,4,1,3,4,3,3,1,3,4,4,4,2,2,3,4,3,3,5,5,4,5,5,5,1,2,2,3,1,5,5,5,4,2,4,5,5,5,5,2,2,1,5,3,4,5,1,5,5,1,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
354,355,5/25/2020 5:41,Italian,Italian,EU,Female,Undergraduate school,Both,21,White,Married or domestic partnership,A student,Yes,More than a month,Worried,4,2,3,5,2,3,5,1,4,5,3,2,5,2,3,3,5,0,2,4,1,4,3.266666667,Good,More than 3 years,"RPG, Simulation",Every month,1.5,4. Almost every week,Villager hunting ,City/Urban/Industrial,2,2,1,3,3,3,5,5,5,4,2,3,1,3,1,2,4,1,2,1,1,2,1,1,4,4,2,2,5,3,2,5,5,5,1,3,2,3,2,5,3,4,4,2,3,3,4,4,4,3,3,1,4,4,5,4,2,5,2,2,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
355,356,5/25/2020 5:42,British ,British,EU,Female,Graduate school and higher,Both,48,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Very worried,3,2,3,3,2,3,4,2,3,4,2,3,4,4,1,3,4,1,4,3,2,4,3,Bad,More than 3 years,Adventure,Almost everyday,2.5,1. Everyday,Chatting with villagers ,N/a,2,2,3,1,2,4,4,5,4,4,2,3,3,2,3,4,2,2,3,4,3,3,2,2,3,3,2,3,4,2,3,5,4,4,2,1,1,2,3,4,3,4,3,2,3,3,4,5,3,2,1,2,4,3,4,4,2,3,1,1,No,Yes,No,No,No,No,No,No,No,No,No,No,No
356,357,5/25/2020 5:44,American ,American,US/Canada,Female,High school,A pet,21,White,"Single, never married",Out of work but not currently looking for work,Yes,More than 2 weeks,A little,4,2,3,4,3,2,5,1,4,5,4,1,4,4,1,5,3,2,5,3,2,5,3.466666667,Good,More than 3 years,"Adventure, RPG",Almost everyday,7,2. Almost everyday,Decorations ,Natural and whimsical ,3,3,3,4,2,5,5,5,3,4,4,3,1,2,4,2,1,3,3,3,4,3,2,1,4,3,2,4,4,5,1,4,5,4,2,2,3,4,1,5,5,4,5,3,4,5,5,5,5,2,1,1,5,2,5,5,2,4,4,2,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
357,358,5/25/2020 5:44,American,American,US/Canada,Male,Undergraduate school,Both,33,White,Married or domestic partnership,Out of work and looking for work,Yes,More than a month,Worried,4,2,3,3,3,2,5,2,3,4,4,1,3,5,0,4,2,3,4,3,2,4,3,Bad,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,2.5,1. Everyday,Fishing,Simple,4,4,2,2,3,5,5,3,3,4,1,4,1,1,3,4,3,1,4,2,2,2,2,2,4,4,3,3,5,4,4,5,5,5,1,1,1,5,1,5,3,5,5,2,5,5,5,5,5,2,1,1,5,3,5,5,2,5,3,1,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
358,359,5/25/2020 5:47,American ,American,US/Canada,Female,Undergraduate school,Both,21,White,"Single, never married",Out of work but not currently looking for work,Yes,More than a month,Worried,2,3,2,4,4,1,5,3,2,5,4,1,5,5,0,2,4,1,4,3,2,5,2.733333333,Bad,More than 3 years,"Adventure, RPG, Simulation",Almost everyday,3.5,1. Everyday,Collecting items,I aim for a natural/whimsical  look,3,3,4,2,2,5,5,5,5,4,3,3,1,2,4,3,2,1,3,4,4,2,3,1,3,3,4,4,5,5,5,5,5,5,2,2,1,5,1,5,3,4,4,2,4,5,4,5,5,1,1,1,5,1,3,4,2,3,4,4,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
359,360,5/25/2020 5:48,Caucasian ,British,EU,Female,Undergraduate school,Both,30,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Very worried,2,4,1,4,3,2,4,2,3,5,4,1,5,5,0,3,4,1,4,3,2,3,2.666666667,Bad,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Almost everyday,1.5,1. Everyday,Terraforming,Cutesy style with a lot of colours ,4,4,4,4,4,5,5,5,5,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,1,1,1,5,3,5,4,5,5,1,5,5,5,5,4,1,1,1,5,4,5,5,1,4,5,4,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
360,361,5/25/2020 5:50,United States,American,US/Canada,Female,Graduate school and higher,None,28,White,Married or domestic partnership,Self-employed,Yes,More than a month,Worried,5,4,1,4,2,3,5,4,1,4,3,2,4,5,0,4,4,1,4,2,3,5,3.066666667,Bad,2-3 years,"Adventure, Strategy",Every week,1.5,1. Everyday,Fishing,Idk,4,4,4,2,4,5,5,5,5,4,1,4,1,2,3,4,2,2,4,4,4,2,2,3,4,4,4,4,5,4,3,4,5,5,1,2,1,5,1,4,4,5,5,1,5,4,5,5,4,1,1,1,5,3,4,5,1,5,4,1,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
361,362,5/25/2020 5:54,Scottish,British,EU,Female,Graduate school and higher,Both,40,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,3,3,2,3,2,3,5,1,4,5,5,0,5,5,0,5,5,0,5,4,1,5,3.066666667,Bad,More than 3 years,"RPG, Simulation",Everyday,2.5,1. Everyday,Collecting and decorating,Various,4,4,3,2,4,5,5,5,5,4,2,4,1,3,2,3,3,3,3,3,3,1,1,3,4,2,3,3,5,4,5,5,5,5,1,1,1,5,1,5,5,5,5,1,5,5,4,5,3,1,1,1,5,3,4,5,1,5,4,1,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
362,363,5/25/2020 5:54,American,American,US/Canada,Female,Undergraduate school,A pet,25,Hispanic or Latino,"Single, never married",Employed for wages,Yes,More than a month,Worried,3,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,2,5,0,2,2.2,Bad,More than 3 years,Simulation,Everyday,9,1. Everyday,Catching bugs,Natural ,4,4,3,4,4,4,4,4,4,4,3,4,3,3,3,4,3,3,4,4,4,4,3,4,4,3,3,4,5,4,5,5,5,5,1,4,2,5,1,5,5,5,5,1,5,5,5,5,5,1,1,1,4,5,5,5,1,5,5,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No
363,364,5/25/2020 5:56,American,American,US/Canada,Female,High school,None,25,White,Married or domestic partnership,Employed for wages,Yes,More than a month,A little,4,3,2,4,2,3,5,1,4,5,3,2,4,5,0,4,4,1,3,5,0,4,3,Bad,More than 3 years,"Adventure, RPG, Simulation",Everyday,3.5,1. Everyday,Terraforming,Cottagecore,3,3,4,4,2,5,5,5,5,4,2,4,1,1,2,4,3,2,1,4,4,2,3,3,2,4,2,2,5,5,4,5,5,5,1,2,2,5,1,5,3,5,5,2,5,5,5,5,5,1,2,1,5,1,4,4,1,4,3,1,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
364,365,5/25/2020 5:58,Filipino American,American,US/Canada,Female,Undergraduate school,None,31,Pacific Islander,Married or domestic partnership,Self-employed,Yes,More than 3 weeks,Very worried,5,3,2,3,2,3,5,1,4,5,1,4,5,5,0,3,5,0,5,2,3,5,3.466666667,Good,More than 3 years,Adventure,Everyday,2.5,1. Everyday,Collecting Fossils,Japanese theme,4,4,4,3,3,5,5,5,5,4,2,3,3,2,3,4,2,3,3,3,4,4,3,3,4,4,4,4,5,5,5,5,5,5,1,5,1,5,1,5,5,5,5,3,5,5,5,5,5,1,1,1,5,5,5,5,1,5,5,2,No,Yes,No,No,No,No,No,No,No,No,No,No,No
365,366,5/25/2020 5:58,Australian,Australian,Other,Female,High school,A garden,19,White,"Single, never married",A student,Yes,More than a month,A little,4,3,2,4,4,1,5,3,2,4,4,1,5,5,0,4,4,1,4,3,2,5,2.933333333,Bad,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Every week,12.5,2. Almost everyday,Fishing,"N/A, I'm leaving my island exactly how it is.",4,4,4,1,3,5,5,5,5,4,1,4,1,1,4,4,1,4,1,4,1,4,1,4,4,4,4,4,5,5,5,5,5,5,1,1,1,5,1,5,3,5,5,1,5,5,5,5,5,1,1,1,3,3,4,3,1,4,3,1,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
366,367,5/25/2020 6:01,American,American,US/Canada,Female,Undergraduate school,A garden,32,Native American or American Indian,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,4,3,2,5,4,1,5,1,4,5,4,1,5,5,0,5,5,0,5,4,1,5,3.2,Good,More than 3 years,"Action, Adventure, RPG",Almost everyday,20,2. Almost everyday,Fishing,waterfalls,4,4,3,2,3,5,5,5,5,4,4,4,1,2,3,3,3,4,4,3,4,4,2,3,4,3,4,4,5,4,4,5,5,5,1,2,1,5,2,5,5,5,5,2,5,5,5,5,5,2,2,2,5,5,5,5,3,5,4,1,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No
367,368,5/25/2020 6:02,American ,American,US/Canada,Female,Undergraduate school,A pet,34,White,Married or domestic partnership,Out of work but not currently looking for work,Yes,More than a month,A little,5,3,2,4,4,1,4,4,1,4,5,0,5,5,0,2,4,1,4,5,0,5,2.533333333,Bad,More than 3 years,"Action, Adventure, RPG, Strategy",Everyday,3.5,1. Everyday,Planting trees/flowers,Retaining as much of the natural island as possible ,2,2,3,2,1,5,5,5,5,4,2,4,1,1,2,3,2,3,3,4,4,3,2,2,2,1,1,1,5,4,3,5,5,5,1,2,2,4,1,5,5,5,5,3,3,3,4,4,3,2,3,1,4,1,4,4,1,4,4,1,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No
368,369,5/25/2020 6:04,American,American,US/Canada,Female,High school,A garden,22,White,Separated,Unable to work,No,No self-isolation/social distancing,Not at all,5,3,2,4,2,3,4,2,3,4,3,2,4,3,2,2,2,3,3,2,3,3,3.133333333,Good,More than 3 years,"RPG, Simulation",Everyday,4,1. Everyday,Collecting things,???,3,3,2,4,2,5,5,5,5,4,2,4,1,3,2,1,2,4,3,3,4,2,1,4,4,3,1,1,5,3,5,5,5,5,1,5,1,5,1,5,5,5,5,2,4,5,5,5,5,1,1,2,5,5,5,4,1,5,5,1,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
369,370,5/25/2020 6:06,American,American,US/Canada,Female,Undergraduate school,Both,20,Hispanic or Latino,"Single, never married",Self-employed,Yes,More than a month,Worried,3,4,1,3,2,3,5,1,4,5,5,0,5,5,0,3,5,0,4,5,0,2,2.533333333,Bad,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Almost everyday,2.5,1. Everyday,Catching bugs,Other,4,4,2,1,3,4,4,2,1,4,1,4,2,2,2,4,1,1,2,2,3,1,1,2,4,3,4,4,5,3,3,5,5,5,1,3,2,3,3,5,2,4,3,2,4,4,5,5,5,4,2,1,2,3,4,4,2,3,1,3,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
370,371,5/25/2020 6:06,Mixed nationalities,Other,Other,Female,Graduate school and higher,Both,36,Other,Separated,Employed for wages,Yes,More than a month,A little,3,4,1,4,3,2,4,2,3,4,5,0,5,3,2,3,5,0,2,5,0,5,2.533333333,Bad,More than 3 years,Animal crossing and the Sims since they came out,Less than every month,3.5,1. Everyday,having my sisters visit and creating hybrid flowers,Creative and pleasing to me,3,3,4,3,3,4,4,5,5,4,2,3,1,2,2,3,2,1,2,3,4,2,2,1,4,2,2,2,4,3,3,5,4,5,1,3,1,4,3,3,3,5,4,1,4,4,3,4,3,2,1,1,5,4,5,4,1,3,4,1,No,No,No,No,No,No,No,No,No,No,No,No,No
371,372,5/25/2020 6:06,American,American,US/Canada,Female,High school,A pet,26,Other,"Single, never married",A student,Yes,More than a month,Very worried,5,3,2,5,5,0,5,2,3,4,5,0,5,5,0,3,4,1,5,4,1,5,2.933333333,Bad,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,5,2. Almost everyday,Planting trees/flowers,Water or cliff,4,4,4,4,3,5,5,5,5,4,3,4,1,3,3,4,4,3,3,4,4,4,4,1,4,4,3,3,5,5,5,5,5,5,1,1,2,5,1,5,4,5,5,2,5,5,5,5,4,2,2,1,5,5,5,5,1,5,2,1,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
372,373,5/25/2020 6:07,American,American,US/Canada,Female,High school,Both,25,White,"Single, never married",Out of work but not currently looking for work,Yes,More than a month,Very worried,5,3,2,5,3,2,5,2,3,5,4,1,4,4,1,3,4,1,4,3,2,4,3.133333333,Good,More than 3 years,"RPG, Strategy",Less than every month,2.5,2. Almost everyday,customizing everything from laying paths to decorating my home,I like both geometric/ modern and natural ethereal and have incorporated both,4,3,3,4,3,5,5,5,4,4,3,3,1,2,2,3,2,2,2,3,4,3,4,2,4,4,1,1,5,4,3,5,5,5,1,1,1,5,1,5,5,5,5,2,4,4,5,5,5,1,2,1,5,4,5,5,2,5,5,2,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No
373,374,5/25/2020 6:08,American,American,US/Canada,Female,Graduate school and higher,A pet,25,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,3,3,2,4,2,3,5,4,1,5,3,2,4,4,1,4,5,0,3,4,1,3,2.733333333,Bad,More than 3 years,"Adventure, Strategy",Almost everyday,3.5,1. Everyday,"Collecting everything (fossils, fish, bugs, etc.)",I like the stone path and bridges. I also like making waterfall features.,4,4,4,3,4,5,5,5,5,4,3,4,3,3,3,4,3,3,4,4,4,3,3,3,4,3,4,4,5,4,5,5,5,5,2,3,1,5,1,5,1,5,5,2,5,5,5,5,4,2,1,2,4,3,4,4,2,5,1,1,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
374,375,5/25/2020 6:08,United States of America,American,US/Canada,Female,Graduate school and higher,Both,24,White,"Single, never married",A student,Yes,More than a month,A little,4,3,2,4,4,1,5,3,2,5,4,1,3,4,1,3,3,2,4,3,2,5,2.933333333,Bad,More than 3 years,"Adventure, RPG, Strategy",Every week,1.5,2. Almost everyday,Designing my island ,Natural ,3,3,4,4,2,4,4,5,5,4,2,4,2,3,4,4,3,2,3,4,4,4,3,1,3,1,1,3,5,5,4,5,5,5,1,2,2,5,1,5,4,5,5,1,5,5,4,5,5,2,2,1,5,4,4,4,2,4,4,1,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No
375,376,5/25/2020 6:12,Caucasian ,British,EU,Female,High school,None,23,White,Married or domestic partnership,Out of work but not currently looking for work,Yes,More than a month,Worried,3,4,1,4,3,2,4,3,2,5,4,1,4,4,1,1,5,0,2,4,1,5,2.4,Bad,More than 3 years,"RPG, Simulation",Every month,3.5,1. Everyday,Fishing,I only use terraforming to enhance or slightly change the original island layout,3,3,3,2,2,5,5,5,4,4,4,3,1,2,1,2,1,1,2,3,4,3,3,2,3,3,3,3,4,4,3,4,4,4,2,2,3,3,1,4,5,5,4,2,3,5,5,4,5,3,4,3,5,2,3,5,4,4,5,4,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
376,377,5/25/2020 6:13,American (United States),American,US/Canada,Female,Undergraduate school,A pet,23,White,"Single, never married",Out of work and looking for work,Yes,More than a month,Worried,4,3,2,4,4,1,5,4,1,5,4,1,4,5,0,4,5,0,4,4,1,4,2.666666667,Bad,More than 3 years,"Action, Adventure, RPG, Strategy",Almost everyday,2.5,2. Almost everyday,Fishing,Lowkey (not much terraforming),4,4,3,3,2,5,5,4,5,4,2,4,2,3,3,3,2,1,3,4,4,2,3,1,3,2,2,3,5,4,4,5,5,5,1,2,2,4,1,4,4,5,4,2,4,5,5,5,3,1,2,1,4,3,4,5,2,4,4,2,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No
377,378,5/25/2020 6:16,American (U.S.A.),American,US/Canada,Female,Undergraduate school,A pet,23,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,4,4,1,5,4,1,5,2,3,4,5,0,5,5,0,3,5,0,4,4,1,5,2.733333333,Bad,More than 3 years,"RPG, Simulation, Strategy",Everyday,3.5,1. Everyday,Decorating my home and outdoor spaces,"I like to keep my island looking kind of ""natural"" with houses and other features spread out. lots of custom paths.",4,3,4,3,3,3,4,4,4,4,2,4,1,2,4,3,3,2,3,4,3,4,3,2,4,3,1,3,4,5,4,5,4,5,2,1,2,4,1,5,4,4,4,1,5,5,4,4,3,3,3,2,5,3,4,5,3,4,4,1,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
378,379,5/25/2020 6:17,American,American,US/Canada,Female,High school,Both,23,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,5,3,2,4,3,2,5,1,4,5,5,0,5,5,0,4,5,0,4,3,2,5,3.133333333,Good,More than 3 years,"Action, Adventure, RPG, Simulation",Everyday,3.5,1. Everyday,Catching bugs,Simplistic/natural,4,4,4,2,4,5,5,5,5,4,2,3,1,3,3,3,3,1,4,3,4,4,2,1,4,4,4,3,5,5,5,5,5,5,1,3,2,5,1,5,5,5,5,2,5,5,5,5,5,2,1,1,5,2,5,5,1,5,5,1,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
379,380,5/25/2020 6:17,Anerican,American,US/Canada,Female,High school,A pet,21,White,"Single, never married",A student,Yes,More than a month,A little,4,4,1,5,3,2,5,2,3,5,4,1,5,5,0,5,5,0,5,3,2,5,3.2,Good,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Almost everyday,12,2. Almost everyday,Catching bugs,I prefer a more natural approach and working with what the island gives. ,4,3,4,2,2,5,5,5,3,4,3,4,1,2,3,4,3,1,1,3,4,2,3,3,4,2,3,3,5,4,4,5,5,5,2,2,2,5,2,5,4,5,5,2,5,5,5,5,5,2,1,1,5,3,5,5,2,5,5,2,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
380,381,5/25/2020 6:21,American,American,US/Canada,Female,Undergraduate school,None,21,White,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Worried,4,4,1,5,3,2,5,3,2,5,4,1,5,5,0,3,2,3,5,2,3,5,3.266666667,Good,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Almost everyday,2.5,2. Almost everyday,Fishing,I have not unlocked it yet,2,4,2,1,4,5,5,5,2,4,1,4,1,2,3,3,2,2,3,2,2,2,1,3,4,4,4,4,4,3,5,5,4,5,1,2,2,3,1,4,2,4,4,2,4,4,5,5,4,1,1,1,2,2,4,4,1,3,3,1,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
381,382,5/25/2020 6:25,White American ,American,US/Canada,Female,Graduate school and higher,A pet,35,White,"Single, never married",Employed for wages,Yes,More than a month,A little,3,2,3,3,3,2,3,3,2,2,3,2,3,2,3,4,2,3,2,2,3,3,2.733333333,Bad,More than 3 years,"RPG, Simulation",Everyday,2.5,1. Everyday,"Buying things, finding diys to decorate",I don’t understand the question ,3,4,2,2,2,5,5,5,4,4,1,4,1,2,2,2,2,2,2,3,3,4,1,2,4,2,1,4,5,3,5,5,5,5,2,2,2,4,2,5,5,5,4,2,5,4,5,5,5,2,2,2,5,5,5,5,2,5,5,2,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
382,383,5/25/2020 6:25,USA,American,US/Canada,Female,Graduate school and higher,A pet,26,White,Married or domestic partnership,A homemaker,Yes,More than a month,Worried,5,3,2,5,4,1,5,2,3,5,5,0,5,5,0,5,5,0,4,3,2,5,3.133333333,Good,More than 3 years,"I’m not sure what category, but League of Legends and Fortnite ",Everyday,3.5,1. Everyday,Planting trees/flowers,Waterfalls,2,2,4,3,2,5,5,5,5,4,2,4,1,2,3,3,3,1,3,4,4,4,3,3,4,3,2,2,5,5,4,4,4,5,1,3,2,5,2,5,2,5,5,2,5,4,4,5,2,2,1,1,2,2,4,3,2,4,3,2,No,No,No,No,No,No,No,No,No,No,No,No,No
383,384,5/25/2020 6:26,American (US),American,US/Canada,Female,Undergraduate school,A pet,29,White,"Single, never married",Out of work and looking for work,Yes,More than 3 weeks,Worried,3,3,2,4,5,0,4,2,3,5,4,1,5,5,0,4,5,0,3,3,2,4,2.666666667,Bad,More than 3 years,"Adventure, RPG",Every month,3.5,2. Almost everyday,Filling the museum,"Open(like fields), natural",3,2,2,1,4,4,4,4,4,4,2,4,1,2,2,3,3,1,2,3,4,1,2,1,4,3,1,3,4,1,2,3,2,4,1,2,3,3,1,5,2,3,2,3,3,2,3,3,4,1,1,1,3,1,2,2,1,3,2,2,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
384,385,5/25/2020 6:27,British ,British,EU,Female,Graduate school and higher,Both,38,White,Married or domestic partnership,Employed for wages,Yes,More than a month,A little,5,4,1,5,5,0,5,1,4,4,5,0,5,5,0,4,4,1,5,5,0,5,2.933333333,Bad,More than 3 years,RPG,Almost everyday,3.5,1. Everyday,talking to the villagers,fairytale,3,3,4,3,4,5,5,5,5,4,1,4,4,4,3,3,2,4,4,4,4,4,4,2,4,4,4,4,5,5,5,5,5,5,2,3,2,4,2,5,2,5,5,2,5,5,5,5,5,1,1,1,5,1,5,5,1,4,1,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No
385,386,5/25/2020 6:28,"English, Irish, German",British,EU,Female,Undergraduate school,A pet,37,White,Married or domestic partnership,Out of work but not currently looking for work,Yes,More than a month,Worried,3,5,0,4,3,2,5,4,1,5,5,0,5,5,0,2,5,0,3,3,2,4,2.4,Bad,More than 3 years,"Adventure, RPG, Simulation, Puzzle",Almost everyday,3.5,1. Everyday,Fishing,Minimal,3,3,4,2,3,5,5,5,5,4,2,4,1,3,2,3,2,2,2,3,4,3,3,3,3,2,1,2,5,5,4,4,5,5,1,1,2,3,1,5,5,5,5,3,5,5,5,5,2,2,1,5,5,4,4,5,2,3,5,1,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No
386,387,5/25/2020 6:28,American,American,US/Canada,Female,Graduate school and higher,Both,26,White,"Single, never married",Employed for wages,Yes,More than a month,Very worried,2,4,1,4,2,3,4,2,3,4,3,2,5,5,0,2,5,0,3,4,1,4,2.533333333,Bad,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Almost everyday,2.5,1. Everyday,Planting trees/flowers,Cottagecore/Cute,3,3,4,4,3,5,5,5,5,4,1,3,3,3,4,4,3,2,3,4,4,3,2,2,3,4,2,3,5,3,4,5,5,5,1,3,2,3,2,5,4,5,4,2,4,4,5,5,5,2,1,1,5,4,5,5,1,4,4,1,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
